method,species,phenotype,description,all_time_s,corr_mean,corr_std,mae_mean,mae_std,mse_mean,mse_std,r2_mean,r2_std,cpu_mem_MB,gpu_mem_MB
EIR,Maize,DTT,Days to tasseling ,192.8845,0.559,0.055,1.9581,0.1453,6.296,0.9002,0.2246,0.08046,3760.496,1400.0
EIR,Millet,TSLW,Second Leaf Width,69.9978,0.3667,0.07601,0.2711,0.03863,0.1164,0.0307,-0.02433,0.1177,1744.5859,898.0
EIR,Millet,TSLL,Second Leaf Length,34.397,0.4383,0.1078,5.6963,0.3995,53.07407,7.5941,0.03643,0.1917,1734.8046,898.0
EIR,Millet,SGN,Grain Number per Spike,27.2896,0.3968,0.1011,23.3084,1.9004,854.06956,164.1216,0.08137,0.153,1753.6054,898.0
EIR,Millet,PGW,Per-Plant Grain Weight,34.3128,0.2652,0.126,4.06615,0.5335,27.2839,6.2551,-0.03794,0.104,1752.9804,898.0
EIR,Millet,MSW,Main Stem Diameter,43.9599,0.5674,0.06209,1.3601,0.1065,3.1001,0.4049,0.2369,0.1164,1745.7968,898.0
EIR,Millet,MSSN,Main Stem Spikelet Number,34.8108,0.2905,0.08853,14.1402,1.4653,318.6878,70.5616,-0.1015,0.1819,1753.871,898.0
EIR,Millet,MSPW,Main Stem Panicle Weight,20.4015,0.2756,0.09471,4.7485,0.5817,36.2148,9.1926,-0.01115,0.1009,1755.7968,898.0
EIR,Millet,MSPL,Main Stem Panicle Length,23.1337,0.5324,0.07459,3.7516,0.3122,22.2774,3.1981,0.1804,0.1224,1746.2343,898.0
EIR,Millet,MSPD,Main Stem Panicle Diameter,34.2124,0.6226,0.06005,6.2122,0.4248,65.04289,10.2983,0.3413,0.08764,1752.08593,898.0
EIR,Millet,MSH,Main Stem Height,34.8793,0.2496,0.06153,12.3513,0.9403,234.2368,36.5544,-0.1347,0.1528,1745.5507,898.0
EIR,Millet,HKW,Hundred-Kernel Weight,18.7385,0.3947,0.1579,0.09489,0.06031,0.3632,0.7196,-2.03362,2.5062,1754.414,898.0
EIR,Millet,FNL,Flag Neck Length,116.9878,0.5369,0.1084,4.1561,0.7629,38.9514,35.9402,0.1587,0.172,1753.4101,898.0
EIR,Mouse,weight,Body Weight,453.1574,0.5341,0.04174,2.4238,0.1802,9.5251,1.2551,0.1598,0.07578,1780.8046,896.0
EIR,Mouse,Obesity.BMI,Body Mass Index,244.422,0.2248,0.05872,0.04791,0.003699,0.003707,0.0005752,-0.05136,0.07652,1780.875,896.0
EIR,Mouse,Anx,Anxiety-like Behavior,98.5022,0.3759,0.04433,0.397,0.03905,0.2501,0.04174,-0.01296,0.158,1779.4257,896.0
EIR,Pig,bf,Backfat Thickness at 100 kg body weight,131.1346,0.669,0.02758,2.1258,0.1617,7.3339,0.9777,0.4022,0.06416,4401.6406,1734.0
EIR,Pig,age,Age at 100 kg body weight,225.1129,0.6629,0.01803,10.4317,1.3347,172.5324,38.6946,0.2771,0.1387,4399.4765,1736.0
EIR,Rapeseed,FloweringTime,Flowering Time,519.3647,0.7714,0.0613,4.239,0.4656,45.5018,15.9709,0.5813,0.08973,1589.6132,898.0
EIR,Rice,TGW_BLUP,Thousand-Grain Weight,86.5121,0.2144,0.1253,2.1027,0.2287,7.5763,1.8745,-0.01179,0.07492,1401.7773,556.0
EIR,Rice,PPNP_BLUP,Panicle Number per Plant,72.6962,0.3235,0.1019,0.9093,0.08822,1.3332,0.273,-0.05438,0.1713,1409.2617,556.0
EIR,Rice,PH_BLUP,Plant Height,58.5016,0.3841,0.1179,8.3427,1.1665,116.4553,30.9329,0.004483,0.1748,1402.7968,554.0
EIR,Rice,HD_BLUP,Heading Date,652.5614,0.5892,0.1127,6.6239,0.7465,70.5303,13.4088,0.2985,0.1322,1402.1289,554.0
EIR,Rice,GYP_BLUP,Grain Yield per Plant,100.1687,0.3027,0.07762,2.01245,0.1728,6.8699,1.5544,0.04526,0.09567,1410.1523,556.0
EIR,Rice,GW_BLUP,Grain Weight,48.9317,0.8049,0.03775,0.1566,0.01961,0.04001,0.009572,0.6415,0.05809,1399.6679,556.0
EIR,Rice,GL_BLUP,Grain Length,77.8261,0.8132,0.0243,0.4828,0.0271,0.4202,0.05928,0.6448,0.0425,1399.1953,554.0
EIR,Soybean,VBN_BLUP,,114.3527,0.5562,0.039,0.5523,0.04232,0.5285,0.06087,0.2299,0.07996,4594.2734,1666.0
EIR,Soybean,PLH_BLUP,,328.3813,0.5639,0.03755,10.1711,0.4343,192.411,20.1415,0.2952,0.05034,4595.01953,1664.0
EIR,Soybean,BBD_BLUP,,386.4695,0.5542,0.02201,5.1165,0.3279,55.7311,5.848,0.2938,0.02925,4594.2265,1664.0
EIR,Wheat,deregressed.blups,Deregressed BLUPs,133.06266,0.4699,0.03063,380.1843,8.3225,2.3619e+5,10078.7454,0.1661,0.05375,4955.08984,2106.0
EIR,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),232.2093,0.4793,0.02204,235.6421,5.3691,91104.2018,3963.00963,0.1887,0.04029,5341.5156,2104.0
EIR,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,351.5185,0.4713,0.02935,370.2357,6.3443,2.2682e+5,7093.8436,0.1996,0.03659,4955.332,2104.0
EIR,Yeast,Tunicamycin,Growth Response under Tunicamycin,29.717,0.7879,0.03058,2.2975,0.173,8.5879,1.3005,0.5966,0.05425,1585.121,632.0
EIR,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,32.8788,0.6738,0.04759,1.2257,0.08857,3.08217,0.5632,0.4264,0.0721,1583.6835,634.0
EIR,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,32.5532,0.6921,0.06693,1.6409,0.1554,4.3104,0.8422,0.4444,0.1154,1578.8945,634.0
DeepCCR,Cattle,scs,	Somatic cell score,23509.8831,,,0.7973,0.03333,1.008311,0.08817,-0.01059,0.01545,7244.6093,275.3886
DeepCCR,Cattle,mkg,Milk yield,26124.4205,,,0.8287,0.08358,1.07735,0.2052,-0.08678,0.2268,7014.289,162.7656
DeepCCR,Cattle,fpro,Fat percentage,15231.6887,,,0.7989,0.01729,1.008114,0.03978,-0.0123,0.01394,7236.003906,275.3886
DeepCCR,Chicken,EW36,Egg Weight at 36 weeks,94.7499,0.03478,0.1078,2.7042,0.2093,11.03667,1.645,-0.03334,0.03101,1677.1796,56.6264
DeepCCR,Chicken,EW28,Egg Weight at 28 weeks,20.9941,0.02883,0.1235,2.8379,0.3473,12.6921,2.9226,-0.06286,0.1041,1708.1054,87.6357
DeepCCR,Chickpea,Plant_height,Plant Height,25812.2612,0.2838,0.25,7.4884,0.9043,86.1032,16.1364,0.1197,0.1474,5683.746,613.1494
DeepCCR,Chickpea,Hundred_seed_weight,Hundred-Seed Weight,1092.8007,0.6065,0.02071,5.6703,0.2869,59.368,5.8296,0.3606,0.0279,5678.5742,613.1494
DeepCCR,Chickpea,Days_to_0.5_flowering,Days to 50% flowering,8720.7474,0.192,0.1582,12.6758,0.7885,254.07505,30.5244,0.02948,0.09698,5681.4648,193.2026
DeepCCR,Cotton,FibStr_17_18,Fiber Strength,79.9244,0.3559,0.2672,1.2685,0.1775,2.7304,0.8245,0.1626,0.186,1582.25,46.6499
DeepCCR,Cotton,FibMic_17_18,Micronaire,94.5888,0.4677,0.06162,0.2356,0.01275,0.09215,0.00998,0.199,0.06372,1582.7929,45.8212
DeepCCR,Cotton,FibLen_17_18,Fiber Length,202.208,0.6063,0.1209,1.005235,0.05687,1.7554,0.1943,0.3104,0.2098,1581.9726,45.8212
DeepCCR,Cotton,FibElo_17_18,Fiber Elongation,14.5079,0.03821,0.1633,1.1314,0.7579,2.369,3.1701,-1.5536,3.2756,1439.8515,47.6289
DeepCCR,Loblolly_Pine,stiffnessTree,Stiffness Tree,9.79,0.11,0.1465,0.9279,0.08734,1.4791,0.2901,-0.01024,0.02218,1703.03125,77.6547
DeepCCR,Loblolly_Pine,rootnumbin,Rootnum_bin,29.6066,0.1414,0.08492,0.2088,0.02531,0.06565,0.01476,0.0003842,0.03083,1712.8281,78.8569
DeepCCR,Loblolly_Pine,rootnum,Rootnum,16.4883,0.02498,0.07658,0.7571,0.08277,0.9244,0.1805,-0.01009,0.01025,1665.6406,93.4321
DeepCCR,Loblolly_Pine,lignin,Lignin,10.06955,0.02234,0.07369,0.9186,0.03087,1.432,0.06993,-0.01675,0.01837,1704.9843,93.4321
DeepCCR,Loblolly_Pine,lateWood%4,Late Wood %4,29.3999,0.06815,0.1007,1.2437,0.08283,2.5102,0.3495,-0.0485,0.09575,1694.1757,56.7661
DeepCCR,Loblolly_Pine,density,Density,13.733,0.04408,0.08309,1.7382,0.1402,6.1598,1.2222,-0.0167,0.01761,1673.5898,56.7661
DeepCCR,Loblolly_Pine,c5c6,C5C6,13.6689,0.09211,0.06313,1.9791,0.1609,6.8614,0.8604,0.001185,0.007259,1701.6289,77.6547
DeepCCR,Maize,PH,Plant Height,2558.2298,-0.02427,0.06889,16.4547,0.949,436.213,48.5678,-0.0175,0.02428,4335.6328,852.2895
DeepCCR,Maize,EW,Ear Weight,1662.0404,,,13.613,0.8919,300.8343,42.8242,-0.02507,0.03738,4336.371,852.2895
DeepCCR,Maize,DTT,Days to tasseling ,9605.7922,0.105,0.167,2.2473,0.1833,8.1207,1.2506,0.004124,0.06023,4311.8125,255.4267
DeepCCR,Millet,TSLW,Second Leaf Width,89.6927,0.258,0.1364,0.2587,0.0342,0.1097,0.02719,0.03454,0.07245,1963.871,103.2871
DeepCCR,Millet,TSLL,Second Leaf Length,45.8517,0.09035,0.09402,5.823,0.5849,57.1692,10.2872,-0.01379,0.01785,1960.582,157.6962
DeepCCR,Millet,SGN,Grain Number per Spike,39.4631,-0.04696,0.1726,24.8436,0.9975,942.5886,62.778,-0.01633,0.01594,1974.1445,267.6533
DeepCCR,Millet,PGW,Per-Plant Grain Weight,34.5319,0.094,0.1114,4.08794,0.3435,26.5133,4.327,-0.02016,0.02953,1968.4765,267.6533
DeepCCR,Millet,MSW,Main Stem Diameter,29.3903,0.1367,0.1067,1.5836,0.1961,4.2579,0.7539,-0.03035,0.02952,1966.8554,103.2871
DeepCCR,Millet,MSSN,Main Stem Spikelet Number,43.06069,0.07795,0.0682,13.3247,1.3514,302.8804,74.1479,-0.03104,0.03156,1976.1875,267.6533
DeepCCR,Millet,MSPW,Main Stem Panicle Weight,21.02784,0.02363,0.1257,4.7911,0.4329,35.8004,5.899,-0.01462,0.02134,1978.371,267.6533
DeepCCR,Millet,MSPL,Main Stem Panicle Length,108.3185,0.437,0.09276,3.8156,0.2107,23.1692,2.8834,0.1496,0.09664,1947.8632,157.6962
DeepCCR,Millet,MSPD,Main Stem Panicle Diameter,23.2036,0.1328,0.1545,7.965,0.6328,101.6377,15.4374,-0.0249,0.05738,1965.6953,157.6962
DeepCCR,Millet,MSH,Main Stem Height,14.8201,0.1109,0.06904,11.7129,0.9023,223.5778,40.009241,-0.07731,0.1167,1933.08984,157.6962
DeepCCR,Millet,HKW,Hundred-Kernel Weight,35.4322,0.1097,0.2454,0.07621,0.05718,0.362,0.7248,-1.02879,2.6911,1978.2031,267.6533
DeepCCR,Millet,FNL,Flag Neck Length,19.6357,0.3303,0.1223,4.7812,0.7207,46.765,38.3558,-0.04102,0.09728,1968.539,103.2871
DeepCCR,Mouse,weight,Body Weight,162.7214,0.1588,0.1774,2.685,0.1384,11.0033,0.9148,0.02679,0.04694,2005.3242,98.2163
DeepCCR,Mouse,Obesity.BMI,Body Mass Index,87.2569,0.1815,0.09699,0.0465,0.003237,0.003436,0.0004473,0.02315,0.03799,2005.07031,151.2861
DeepCCR,Mouse,Anx,Anxiety-like Behavior,21.1052,0.1462,0.1029,0.3936,0.01681,0.2475,0.03023,0.002132,0.01488,2005.5664,98.2163
DeepCCR,Pig,bf,Backfat Thickness at 100 kg body weight,464.9327,0.6174,0.0433,2.1626,0.1235,7.7404,0.8673,0.3687,0.05686,5089.1132,136.3613
DeepCCR,Pig,age,Age at 100 kg body weight,975.1565,0.4227,0.3266,10.5079,1.5648,179.6819,51.7477,0.2463,0.1979,5085.5429,136.3613
DeepCCR,Rapeseed,FloweringTime,Flowering Time,692.2579,0.6667,0.222,5.06047,0.8398,55.8048,17.448,0.4704,0.1807,1749.371,147.5307
DeepCCR,Rice,TGW_BLUP,Thousand-Grain Weight,132.5509,0.1764,0.1868,2.09679,0.1986,7.4445,1.632,-0.001399,0.07512,1577.832,49.706
DeepCCR,Rice,PPNP_BLUP,Panicle Number per Plant,183.8844,0.3437,0.1264,0.8378,0.09327,1.169,0.2791,0.0841,0.1115,1588.9453,49.706
DeepCCR,Rice,PH_BLUP,Plant Height,58.6355,-0.1675,0.1489,9.01077,0.97,122.3618,31.207,-0.0433,0.06007,1587.9375,49.706
DeepCCR,Rice,HD_BLUP,Heading Date,33.1483,-0.01621,0.1841,7.5662,0.4049,103.4445,10.5954,-0.023,0.01966,1579.03906,68.747
DeepCCR,Rice,GYP_BLUP,Grain Yield per Plant,68.4153,-7.2905e-5,0.1021,2.0448,0.1918,7.398,1.8152,-0.01881,0.03455,1589.4882,49.706
DeepCCR,Rice,GW_BLUP,Grain Weight,81.07633,0.8059,0.03388,0.1552,0.02102,0.04032,0.00931,0.6394,0.05322,1577.6171,49.706
DeepCCR,Rice,GL_BLUP,Grain Length,30.35,0.8036,0.02603,0.6733,0.2386,0.7242,0.3738,0.3745,0.3357,1576.6367,68.5019
DeepCCR,Soybean,VBN_BLUP,,10016.1116,0.521,0.03004,0.536,0.02649,0.517,0.05011,0.2477,0.0436,5365.1015,322.0996
DeepCCR,Soybean,PLH_BLUP,,13481.5031,0.5153,0.04067,10.7496,0.5533,206.2551,24.4807,0.2461,0.0518,5339.914,187.3168
DeepCCR,Soybean,BBD_BLUP,,10379.4867,0.4712,0.09089,5.6169,0.2384,63.8271,9.7171,0.1915,0.09055,5322.8398,322.0996
DeepCCR,Wheat,deregressed.blups,Deregressed BLUPs,302.5442,0.4461,0.03918,372.2607,8.3031,2.2952e+5,10314.01941,0.1904,0.03963,6291.7382,136.8447
DeepCCR,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),196.7801,0.4559,0.03084,234.1827,7.07138,90394.1817,5271.733,0.1961,0.02942,6229.7226,226.9697
DeepCCR,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,464.565,0.4444,0.0289,371.4592,10.165,2.2934e+5,13240.7036,0.1922,0.02456,6230.8398,136.8447
DeepCCR,Yeast,Tunicamycin,Growth Response under Tunicamycin,78.9418,0.5754,0.05547,3.1348,0.2093,15.389,2.2607,0.2771,0.09335,1790.4609,76.8632
DeepCCR,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,33.9059,0.4547,0.07136,1.4972,0.2023,4.5506,0.888,0.1554,0.1195,1802.5273,166.6235
DeepCCR,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,50.5101,0.4641,0.07264,2.01664,0.1664,6.4296,0.8422,0.1752,0.07737,1802.2421,106.6132
SoyDNGP,Cattle,scs,	Somatic cell score,2570.4232,0.3966,0.1351,0.735,0.06307,0.8715,0.1562,0.1295,0.1119,8691.8007,10056.0
SoyDNGP,Cattle,mkg,Milk yield,1590.06354,0.2301,0.1086,1.4835,0.8247,3.5036,3.1774,-2.4815,3.1498,8709.5585,14212.0
SoyDNGP,Cattle,fpro,Fat percentage,4594.7193,0.6931,0.1476,0.5795,0.09655,0.5422,0.1929,0.4553,0.1953,8709.5742,10056.0
SoyDNGP,Chicken,EW36,Egg Weight at 36 weeks,8553.841,0.1833,0.07284,3.417,0.4767,19.1728,4.9981,-0.7927,0.3868,2672.2343,4168.0
SoyDNGP,Chicken,EW28,Egg Weight at 28 weeks,24046.4964,0.148,0.07575,6.4436,3.3587,63.5743,67.3997,-4.2786,5.04482,2671.4414,8120.0
SoyDNGP,Chickpea,Plant_height,Plant Height,1726.09401,0.5346,0.0441,8.09188,1.6137,101.9237,35.5829,-0.05728,0.4059,5315.707,8996.0
SoyDNGP,Chickpea,Hundred_seed_weight,Hundred-Seed Weight,1144.5884,0.5877,0.02145,6.5708,0.9869,80.05368,21.2818,0.1412,0.2078,5315.707,9008.0
SoyDNGP,Chickpea,Days_to_0.5_flowering,Days to 50% flowering,1053.5421,0.3606,0.07275,16.02645,3.1329,404.6574,144.04459,-0.5441,0.5392,5308.8125,9004.0
SoyDNGP,Cotton,FibStr_17_18,Fiber Strength,8248.07925,0.6402,0.1074,1.1775,0.1424,2.2762,0.5054,0.2672,0.2347,2793.8984,12402.0
SoyDNGP,Cotton,FibMic_17_18,Micronaire,3713.3554,0.4895,0.08868,0.2466,0.01666,0.09875,0.01504,0.1349,0.1593,2793.8984,4242.0
SoyDNGP,Cotton,FibLen_17_18,Fiber Length,4260.7576,0.5988,0.1516,1.04602,0.07472,1.8777,0.2466,0.2425,0.3146,2793.7226,4252.0
SoyDNGP,Cotton,FibElo_17_18,Fiber Elongation,12505.1057,0.4672,0.03642,0.7667,0.0979,0.9831,0.2415,-0.1036,0.2962,2379.9023,12424.0
SoyDNGP,Loblolly_Pine,stiffnessTree,Stiffness Tree,251.7033,0.1032,0.1276,0.9727,0.1014,1.5852,0.3062,-0.09054,0.1295,2548.6406,4084.0
SoyDNGP,Loblolly_Pine,rootnumbin,Rootnum_bin,1703.5074,0.1075,0.1514,0.2971,0.1735,0.1647,0.2242,-1.6906,3.8565,2159.9296,4096.0
SoyDNGP,Loblolly_Pine,rootnum,Rootnum,2215.8956,0.1241,0.0852,1.1019,0.3309,1.9112,0.9837,-1.0502,0.8994,2159.9296,8040.0
SoyDNGP,Loblolly_Pine,lignin,Lignin,284.1205,0.00989,0.139,0.925,0.03943,1.4383,0.08239,-0.021,0.02762,2548.5976,12240.0
SoyDNGP,Loblolly_Pine,lateWood%4,Late Wood %4,172.09265,-0.001805,0.08075,4.3339,9.2166,104.7997,306.7878,-41.7978,125.2441,2547.3242,12256.0
SoyDNGP,Loblolly_Pine,density,Density,2193.4328,0.1119,0.105,2.7251,1.1773,12.9668,9.9635,-1.09831,1.326,2159.9296,12236.0
SoyDNGP,Loblolly_Pine,c5c6,C5C6,1650.1888,0.1848,0.09402,2.7934,0.5944,11.808,4.3411,-0.8278,1.01393,2159.9296,4106.0
SoyDNGP,Maize,PH,Plant Height,891.8203,0.4514,0.07029,19.3041,4.6253,595.1639,271.7228,-0.4198,0.6956,3722.2031,8296.0
SoyDNGP,Maize,EW,Ear Weight,993.2084,0.3797,0.09389,20.9887,7.9136,679.1524,450.8644,-1.2866,1.5037,3722.2031,4354.0
SoyDNGP,Maize,DTT,Days to tasseling ,432.4043,0.2506,0.1129,6.0913,3.5195,56.7884,65.5512,-5.8442,6.8394,3722.2031,12468.0
SoyDNGP,Millet,TSLW,Second Leaf Width,4063.2961,0.3071,0.113,0.2826,0.03457,0.1303,0.03044,-0.1578,0.1627,2627.3828,4048.0
SoyDNGP,Millet,TSLL,Second Leaf Length,5629.03819,0.4222,0.1098,5.5233,0.399,49.5703,6.797,0.1044,0.1449,2625.6406,4046.0
SoyDNGP,Millet,SGN,Grain Number per Spike,124.02243,0.3049,0.1422,25.3068,4.3777,1062.5153,405.5833,-0.1366,0.391,2584.7617,8024.0
SoyDNGP,Millet,PGW,Per-Plant Grain Weight,256.15,0.1918,0.1081,4.3368,0.5514,30.1991,6.8138,-0.1566,0.1703,2567.125,4050.0
SoyDNGP,Millet,MSW,Main Stem Diameter,5622.6141,0.5536,0.08568,1.2941,0.1259,3.007731,0.5229,0.2636,0.111,2636.3085,4066.0
SoyDNGP,Millet,MSSN,Main Stem Spikelet Number,57.2246,0.1298,0.09871,13.7494,1.5782,316.1369,73.7389,-0.08074,0.1001,2584.3828,4040.0
SoyDNGP,Millet,MSPW,Main Stem Panicle Weight,232.8304,0.1082,0.1299,5.2696,0.7049,46.1874,12.4997,-0.2937,0.2146,2567.1171,4042.0
SoyDNGP,Millet,MSPL,Main Stem Panicle Length,385.02734,0.4393,0.08163,4.04209,0.2492,25.6353,3.07257,0.05517,0.1301,2566.289,7998.0
SoyDNGP,Millet,MSPD,Main Stem Panicle Diameter,178.813,0.3469,0.1946,8.6892,1.4815,118.9761,34.8955,-0.199,0.3033,2567.09765,8008.0
SoyDNGP,Millet,MSH,Main Stem Height,11045.01422,0.2454,0.08223,12.1207,0.8569,234.304,30.09567,-0.1418,0.1718,2627.6484,4052.0
SoyDNGP,Millet,HKW,Hundred-Kernel Weight,260.1374,0.2106,0.2244,0.851,0.6133,1.4456,1.45,-455.2518,572.4071,2584.3789,12196.0
SoyDNGP,Millet,FNL,Flag Neck Length,114.5648,0.4911,0.1064,4.6133,0.8687,45.2552,36.7944,-0.06465,0.4082,2567.1132,4058.0
SoyDNGP,Mouse,weight,Body Weight,1150.583,0.6021,0.04201,2.3184,0.3791,8.8979,2.5386,0.2004,0.2888,3448.9023,4520.0
SoyDNGP,Mouse,Obesity.BMI,Body Mass Index,8413.6378,-0.04843,0.2197,0.4083,0.1221,0.1884,0.08087,-53.2314,24.7199,3468.8203,12640.0
SoyDNGP,Mouse,Anx,Anxiety-like Behavior,1638.07115,0.184,0.1069,0.4234,0.042,0.2788,0.05175,-0.1214,0.1461,3450.1757,4512.0
SoyDNGP,Pig,bf,Backfat Thickness at 100 kg body weight,3611.2459,0.5585,0.04694,2.4857,0.3038,10.0753,2.04635,0.1768,0.1685,7064.9414,9660.0
SoyDNGP,Pig,age,Age at 100 kg body weight,3239.3651,0.5851,0.06208,12.06266,1.9536,226.9189,65.297,0.03688,0.3008,7064.832,4910.0
SoyDNGP,Rapeseed,FloweringTime,Flowering Time,658.07686,0.6462,0.1589,37.08827,19.6801,1835.03195,1911.4751,-18.628,20.3482,2600.5703,4088.0
SoyDNGP,Rice,TGW_BLUP,Thousand-Grain Weight,1056.6613,0.2316,0.1074,9.1862,0.4699,91.6376,7.6294,-11.925,3.2517,2318.8437,7954.0
SoyDNGP,Rice,PPNP_BLUP,Panicle Number per Plant,-,-,-,-,-,-,-,-,-,2318.8476,7910.0
SoyDNGP,Rice,PH_BLUP,Plant Height,751.4903,0.3618,0.08859,20.8585,5.2136,553.2903,217.7325,-4.189,3.0566,2318.8476,7970.0
SoyDNGP,Rice,HD_BLUP,Heading Date,563.8075,0.4961,0.1087,13.623,4.7312,262.2157,144.9621,-1.6813,1.6417,2318.8476,3984.0
SoyDNGP,Rice,GYP_BLUP,Grain Yield per Plant,796.09648,0.1828,0.1288,3.4623,0.8306,17.6452,7.8918,-1.4577,0.9911,2299.6796,12144.0
SoyDNGP,Rice,GW_BLUP,Grain Weight,559.3103,0.7621,0.05296,0.3519,0.2592,0.2262,0.3325,-0.9577,2.6718,2299.6757,7948.0
SoyDNGP,Rice,GL_BLUP,Grain Length,803.3402,0.8004,0.03805,0.5607,0.05286,0.5282,0.07071,0.5492,0.08175,2290.6718,7930.0
SoyDNGP,Soybean,VBN_BLUP,,1675.5955,0.5121,0.05189,0.7027,0.1744,0.8344,0.3562,-0.2381,0.6195,5574.1562,13140.0
SoyDNGP,Soybean,PLH_BLUP,,1092.1903,0.4322,0.09432,14.2977,2.1157,345.6794,93.943,-0.2855,0.4122,5583.1523,9014.0
SoyDNGP,Soybean,BBD_BLUP,,1015.3351,0.5082,0.0502,7.02987,1.2834,86.3992,27.6436,-0.08845,0.3005,5538.2773,4716.0
SoyDNGP,Wheat,deregressed.blups,Deregressed BLUPs,8563.2108,0.4355,0.02993,408.2382,38.3992,2.6867e+5,43497.101,0.05428,0.1398,13248.03906,14818.0
SoyDNGP,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),6444.6775,0.4409,0.03041,254.6092,17.9609,1.0518e+5,13808.5787,0.0641,0.1173,13247.7695,12960.0
SoyDNGP,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,6237.5958,0.4468,0.03448,414.9475,27.7384,2.7164e+5,30408.9094,0.04119,0.1165,12811.4921,11744.0
SoyDNGP,Yeast,Tunicamycin,Growth Response under Tunicamycin,546.1896,0.6131,0.05234,3.07371,0.283,14.8855,2.7119,0.3029,0.1015,2684.7226,8112.0
SoyDNGP,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,353.9013,0.5036,0.07683,1.5112,0.2827,5.01722,1.594,0.06761,0.2501,2658.9179,4144.0
SoyDNGP,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,611.725,0.5014,0.05687,2.007303,0.1682,6.5464,0.9647,0.157,0.1292,2656.9101,8090.0
Cropformer,Cattle,scs,	Somatic cell score,257.9071,0.726,0.01894,0.9137,0.2287,1.3167,0.6037,-0.3264,0.6366,4737.4648,3908.0
Cropformer,Cattle,mkg,Milk yield,273.5481,0.7516,0.03155,0.7032,0.06721,0.7802,0.1478,0.2112,0.1682,4733.9648,3972.0
Cropformer,Cattle,fpro,Fat percentage,507.9135,0.7552,0.1357,0.7673,0.2608,1.004447,0.8219,-0.00866,0.8262,4737.539,3920.0
Cropformer,Chicken,EW36,Egg Weight at 36 weeks,27.6388,0.3449,0.09448,12.1856,2.4233,164.1555,47.52,-14.9631,5.1502,1496.7695,614.0
Cropformer,Chicken,EW28,Egg Weight at 28 weeks,24.4971,0.3184,0.07636,15.8993,2.6489,271.9166,85.3632,-23.3048,10.6025,1491.08203,604.0
Cropformer,Chickpea,Plant_height,Plant Height,150.9029,0.585,0.03313,19.2031,1.2596,435.931,51.7783,-3.5048,0.7948,3819.8593,2134.0
Cropformer,Chickpea,Hundred_seed_weight,Hundred-Seed Weight,172.2304,0.6293,0.02746,7.4847,1.7792,94.2633,37.6372,-0.01898,0.4084,3880.7851,2114.0
Cropformer,Chickpea,Days_to_0.5_flowering,Days to 50% flowering,314.6939,0.4916,0.04059,23.7355,3.5047,745.7162,176.7227,-1.8613,0.6983,3844.246,2104.0
Cropformer,Cotton,FibStr_17_18,Fiber Strength,40.928,0.6201,0.1083,1.5899,0.5101,3.8398,2.2354,-0.1958,0.6925,1414.332,540.0
Cropformer,Cotton,FibMic_17_18,Micronaire,34.6022,0.4832,0.1273,1.07455,0.4192,1.4108,0.8129,-11.5318,7.207,1414.7382,540.0
Cropformer,Cotton,FibLen_17_18,Fiber Length,26.2428,0.44,0.2594,3.7367,1.8382,19.1572,13.604,-5.9321,4.2187,1412.539,540.0
Cropformer,Cotton,FibElo_17_18,Fiber Elongation,30.05202,0.5194,0.0507,1.258,0.5798,2.4061,1.8364,-1.6272,1.9844,1415.05078,540.0
Cropformer,Loblolly_Pine,stiffnessTree,Stiffness Tree,18.8714,0.3771,0.08052,0.9632,0.1269,1.5949,0.3779,-0.1017,0.2216,1556.8203,614.0
Cropformer,Loblolly_Pine,rootnumbin,Rootnum_bin,24.446,0.2485,0.05914,0.2595,0.09809,0.106,0.08581,-0.6509,1.3824,1552.2617,614.0
Cropformer,Loblolly_Pine,rootnum,Rootnum,19.4235,0.1998,0.06446,0.8286,0.1273,1.1369,0.3523,-0.2366,0.2435,1515.2304,614.0
Cropformer,Loblolly_Pine,lignin,Lignin,16.5,0.1652,0.08949,1.2576,0.3233,2.474,1.0001824,-0.7619,0.7264,1560.5742,614.0
Cropformer,Loblolly_Pine,lateWood%4,Late Wood %4,19.2519,0.2472,0.09751,1.2023,0.0687,2.3694,0.2383,0.004811,0.09178,1553.996,614.0
Cropformer,Loblolly_Pine,density,Density,18.8177,0.2542,0.09931,2.2193,0.4401,8.5879,3.1783,-0.407,0.3244,1560.5937,614.0
Cropformer,Loblolly_Pine,c5c6,C5C6,18.6316,0.2352,0.06365,2.431,0.5157,9.6475,3.7276,-0.3996,0.5004,1558.6914,614.0
Cropformer,Maize,PH,Plant Height,244.615,0.6591,0.05017,68.3937,4.553,4963.2767,597.3309,-10.8236,2.4537,3149.289,1932.0
